,context,question,answerA,answerB,answerC,correct
6464,Aubrey did not remember where she parked her car. She only saw other people's cars.,What does Aubrey need to do before this?,get her car key from her purse,get her glasses from her purse,look for her parking lot ticket,C
6465,"Austin opened the closet door and took out the broom, then eyed the crumbs on the floor.",What will Austin want to do next?,Use the broom to sweep,throw the crumbs in the trash,sweep up all the brooms,A
6466,Austin and their mom baked bread together and it turned out great.,How would Others feel as a result?,Good the bread was good,a good baker,Like they should of had fun,A
6467,Nicholas was applying to nursing school and asked Lee for a recommendation letter.,What did Nicholas need to do before this?,happy for Nicholas,finish going to medical school,do good work for Lee to impress them,C
6468,It was cold out and Sydney and Taylor both wore mittens.,What does Sydney need to do before this?,get inside,get the mittens,get warm,B
6469,Carson pulled Quinn's leg because she wanted to get Quinn's attention.,How would Carson feel afterwards?,bored of Carson,eager to talk,indifferent about it,B
6470,Riley took the puppy home with her after adopting it.,How would you describe Riley?,her after adopting it,very loving,hated animals,B
6471,Addison implemented Jan's system in order to be organized.,What will Addison want to do next?,ignore the system,learn the entire system,the best on the market,B
6472,Alex was going to have a birthday party. Remy sent an invitation to all of Alex's friends to come.,What will happen to Remy?,be bored,be excited,be upset,B
6473,Taylor pursued the quest farther and soon found the woods where the object is located.,What will Taylor want to do next?,indifferent,smart,lazy,B
6474,carson visited robin at her school so he heard her sing.,What does Carson need to do before this?,perform the song,coming,stay at home,B
6475,Riley couldn't help but notice Sydney and so she made fun of Sydney every day.,How would you describe Riley?,regretful of her decision,a very jealous person,polite and gentle,B
6476,Sasha asked where Casey was going dressed up like that.,What does Sasha need to do before this?,leave Casey alone,see Casey,go to a party,B
6477,Jordan called Taylor's grandparents and they invited them to come visit them for the weekend.,What will Taylor want to do next?,accept the invitation to visit Jordan's grandparents,make plans,plan a trip to visit Taylor's grandparents,B
6478,Kendall went to the fortune tell and decided to seek their fortune.,How would you describe Kendall?,happy to hear what the fortune teller said,know their fortune,like asking more questions,B
6479,Riley is autistic and copies what people say.,What does Riley need to do before this?,need to be sleeping,need to be playing poker,need to be near Remy,C
6480,"Cameron wanted to get better at playing soccer, so he practiced every day.",Why did Cameron want to do this?,fail at soccer,be a worse soccer player,be a better soccer player,C
6481,Kendall prevented Sydney's attempt at soccer goal and won the game for the team.,Why did Kendall do this?,bring the bacon home,win the lotto,win the game,C
6482,Austin put his best foot forward at the interview today.,How would Austin feel afterwards?,bad,sad,proud,C
6483,Taylor shut the door behind Casey when he left the house.,How would Taylor feel afterwards?,like they should go home,Like she was mean,like making sure Taylor locks the door,C
6484,Tracy urged Robin to join in the game to have a little fun that day.,What will Robin want to do next?,loved,make Robin happy,lazy,A
6485,Sasha settle the lawsuit with Bailey over the car.,What will happen to Bailey?,be freed from obligation,fight the lawsuit,throw a big fight about losing,A
6486,Ash pulled the trigger on the gun she just bought.,How would Ash feel afterwards?,hostile,scared,like she could shoot,C
6487,Robin forced himself upon Casey and Casey decided to call the police about it.,What will happen to Robin?,need counseling,get into trouble,go to the hospital,B
6488,Carson served every person at the table a big glass of wine.,What will Carson want to do next?,make people happy,conflicted,skilled,A
6489,"Casey asked Jesse to tell them the time, but Jesse was busy and brushed past without answering.",What will Casey want to do next?,move about,give Jesse the finger,tell someone else what time it is,B
6490,Taylor stopped talking when she was being yelled at.,How would Taylor feel afterwards?,frustrated,excited,happy,A
6491,Sydney knocked on Carson's door after she smelled food and wanted some.,How would you describe Sydney?,'s a homeless person,like sharing food with Sydney,a Snoopy person,C
6492,Lee explained to the students what the vocabulary word meant and its origin.,What will Lee want to do next?,confuse the students,quiz the students,make their students more knowledgeable,B
6493,Aubrey determined the patient's sickness by getting charts and comparing them for hours.,What will Aubrey want to do next?,smart,lazy,seek a second opinion,C
6494,"Taylor wanted to be helpful to Kendall, so Taylor helped Kendall finish things from their daily list.",How would you describe Taylor?,would be happy with her efforts assisting Kendall,Very lazy,Very energetic,A
6495,Jan disagreed with her mother's direction to stay home and they locked horns over it.,Jan did this for what reason?,and her mother agree,placid and agreeable,stubborn and willful,C
6496,Lee walked home together with them and they had such a good time.,What will Others want to do next?,decide to walk home,talk to each other,run home,B
6497,Jordan did Sydney's hair and makeup in a very glam look for prom.,How would Sydney feel as a result?,very ugly,very gorgeous,very mad,B
6498,Alex had to do homework and tried to get away from his their task.,What does Alex need to do before this?,rather be doing something else,play ball outside,play video games,A
6499,Kendall understood and appreciated Cameron's inferences as Cameron talked to the crowd.,What will Kendall want to do next?,call Cameron stupid,send Cameron away,take some notes,C
6500,During music class Jan continuously struck every key on the piano while the teacher was talking.,What will her teacher want to do next?,learn to play,listen to her play the piano,give Jan detention,C
6501,Kendall took her allowance to spend on frivolous things that she does not need.,How would you describe Kendall?,excessive,conservative,like she wasted money,C
6502,Cameron turned Taylor's face to an ugly one with the makeup.,What will happen to Cameron?,be angry about it,bad for their action,be sick,A
6503,Lee had been working for over a year without a promotion and felt cheated.,What will the others think of Lee?,upset and overlooked,angry and confused,Others will avoid Lee,A
