,context,question,answerA,answerB,answerC,correct
475,"Carson gostava de passar tempo sozinho na praia este verão, mas estava feliz por voltar para casa.",Como descreveria o Carson?,Na praia,Um introvertido.,Uma socialite.,B
476,Sydney também deu um elogio a Ash depois de receber um dele primeiro.,Por que Sydney fez isso?,fez isso para devolver a bondade,Seja lisonjeado,fez isso por raiva,A
477,"Sasha estava interessada no amigo de Carson, mas nunca falou com eles. Sasha mandou uma mensagem para o amigo de Carson uma noite.",O que Carson vai querer fazer depois?,começar a namorar amigo de Carson,obter alguma informação,Não diga nada ao amigo,B
478,A Jordânia retirou o apoio de Sasha sem o seu conhecimento para que o candidato da Jordânia pudesse ganhar.,O que Sasha vai querer fazer a seguir?,Fale com a Jordânia,Ignorar a Jordânia,fez isso para ser sorrateiro,A
479,Austin se sentia bem e nunca usou o remédio para a tosse que lhe prescreveram.,Como é que o Austin se sentiria depois?,Mais saudável do que nunca.,Como se ele ainda estivesse doente.,Melhor do que nunca.,A
480,"Addison estava causando problemas, então Jesse deu a Addison uma palestra.",O que vai acontecer com Jesse?,Detenção,repreenda Addison,ficou aterrado,B
481,"Quando a fábrica pegou fogo, Kai foi um herói e protegeu seus colegas de trabalho de danos.",Como se sentiriam os colegas de trabalho do Kai?,zangado com o Kai.,Como um herói.,Agradecido pelo Kai.,C
482,O Easton estava a candidatar-se à escola de enfermagem e pediu à Lee uma carta de recomendação.,O que é que o Easton precisava de fazer antes disto?,Acabar de ir para a faculdade de medicina,Pronto para a escola.,Faça um bom trabalho para Lee impressioná-los .,C
483,Sasha está apaixonada pelo Ash e pediu-lhe para explicar como ele ficou tão em forma.,Porque é que o Sasha perguntou isso?,Diz ao Sasha como ele ficou em forma .,Flatter Ash e verifique qualquer interesse em namorar,Convida a Sasha para a casa dele para lhe mostrar.,B
484,A Alex foi dito o que o Remy quer como presente e depois comprou na loja.,Como descreveria o Alex?,uma pessoa atenciosa,preocupado com isso.,uma pessoa descuidada,A
485,A Bailey pediu o emprego e o gerente ofereceu-se para contratá-los.,O que os Outros vão querer fazer a seguir?,Contrate o Bailey .,Aprender novas habilidades,Falar sobre Bailey.,B
486,A Robin estava sempre atrasada e os clientes tinham de esperar.,Como se sentiriam os clientes?,Cuidado por Robin.,Muito estúpido.,Não apreciado pelo Robin.,C
487,A Bailey derrubou o vaso e teve de encontrar um substituto até ao final do dia.,Como é que a Bailey se sentiria depois?,Agora é estúpido.,Aborrecido agora.,Muito simpático .,A
488,Austin estava esperando por Cameron no hospital e ele se sentiu como uma eternidade.,O que Austin vai querer fazer a seguir?,Pergunte a Cameron sobre sua saúde,ir para um passeio,Vai comer alguma coisa,A
489,Casey acidentalmente jogou seu peixe no banheiro e depois tentou tirá-lo.,O que Casey vai querer fazer a seguir?,Ir para a cozinha,Tire o peixe para fora,Lavar o banheiro novamente,B
490,"Como nunca tinha subido a um monte, Cameron finalmente foi com um amigo para ver como era.",Como descreveria a Cameron?,Tem muito medo de altura,um aventureiro,muito tímido,B
491,Robin sempre bateu o relógio quando tirava o último tiro do jogo.,O que os Outros vão querer fazer a seguir?,criticar Robin,Um abraço ao Robin .,Ganhar os jogos,B
492,Jan foi comprar um novo depois que o dela se partiu ontem.,O que vai o Jan querer fazer a seguir?,Não sejas descuidado.,Vai à loja,Cuida do novo.,C
493,"O Bailey tem tentado resolver um problema há algum tempo, mas não conseguiu, e finalmente descobriu depois de uma verificação final.",O que é que a Bailey precisa de fazer antes disto?,Parabenizar-se .,Seja persistente .,Recompensar-se,B
494,A Riley correu bem na entrevista para o cargo.,O que é que a Riley faz antes disto?,Aproveita a contratação do Riley .,Observe o desempenho do Riley.,Verifique o trabalho,C
495,"Ash recuperou os sentidos da violação, estava preparado para qualquer coisa.",Como seria que Ash sentisse como resultado?,estavam prontos para o tratamento.,realizado e potente,foram fracos,A
496,A Riley preparou-se para a recepção que ia ser na próxima semana.,Como se sentiriam os Outros?,Estou contente por ele se ter preparado e animado para a recepção .,Como se fossem pontuais.,Estou contente por ele se ter preparado e preparado para a recepção .,A
497,Lee e Carson eram amigos online há um ano.,Como é que o Lee se sentiria depois?,Normal,típico,incomum,C
498,"A Robin fez o traseiro do Cameron doer, apertando-o repetidamente, mesmo que o Cameron pedisse para parar.",O que é que a Cameron vai querer fazer a seguir?,Beija a Robin .,- Mas não é isso.,Diz à mãe deles.,C
499,O Remy estava a jogar futebol contra alguns jogadores menores.,Como se sentiriam os Outros?,muito áspero,bom no jogo,um jogador justo,A
500,A Aubrey corre todos os dias para se preparar para a maratona que está por vir.,Como descreveria o Aubrey?,entusiasmado para completar a corrida,preguiçoso,Trabalhando duro,C
501,"A Jan fez asneira na tentativa, mas decidiu dar outra oportunidade à Bailey no jogo.",O que vai acontecer com Jan?,Peça à Bailey para jogar um novo jogo.,Tenho de gastar mais dinheiro.,Diverte-te a jogar mais.,A
502,Lee encontrou a chave do teste no escritório do professor e manteve os lábios selados.,O que é que o Lee precisa de fazer depois disto?,Ok a chave de teste e virou-a de cabeça para baixo na mesa,Ok a chave de teste e copiado para alavancagem,Leia as respostas.,A
503,Aubrey teve um hamster doente por dias e seus pais finalmente perguntaram se eles poderiam colocar o pequeno animal de estimação para dormir. Na parte da manhã Aubrey disse adeus ao seu hamster e enviou seu hamster para morrer.,O que os outros vão querer fazer a seguir?,ver se o hamster vai apenas dormir fora,ver se Aubrey vai para sorvete,Chore sobre o seu animal de estimação,C
504,"A Addison desligou o cinto da Taylor, ela estava com problemas e precisava de ajuda.",Porque é que a Taylor estava a ter problemas?,Estava preso.,Tirem as calças .,Ele nunca tinha posto um cinto .,A
505,"A Robin encontrou o gatinho que mais gostava, era o preto e branco.",Como descreveria a Robin?,Não sou fã de animais.,Estático,um amante de animais,C
506,O aniversário do Remy era amanhã e a Alex comprou-lhes um presente.,O que é que o Remy vai querer fazer a seguir?,Peça-lhe para abrir agora .,Peça-lhe para abrir mais tarde .,Desenrola o presente e diz obrigado,C
507,Jordan trabalhou em casa para sustentar sua família.,Como você descreveria a Jordânia?,Preguiçosa,Sente-se feliz,trabalho duro,C
508,A Sydney e a Jan estavam a beijar-se quando os dentes da Sydney ficaram no caminho.,O que vai o Jan querer fazer a seguir?,Morde de volta,precisava de ter dentes grandes.,Afaste-se do beijo.,C
509,"Carson teve de ir para casa, por isso disse adeus.",Como é que o Carson se sentiria depois?,relaxado,tenso,ansioso,A
510,"Kai estava fazendo pesquisas sobre os sistemas reprodutivos de camundongos, e como parte de",O que o Kai precisa fazer antes disso?,coelhos impregnados,quis estudar os camundongos que pariram,pesquisa,A
511,"O Jack não acreditava em nada e estava sempre metido em sarilhos, por isso a Jordan colocou o medo de Deus no Jack.",O que é que a Jordan precisa de fazer antes disto?,Falar com o Jack .,Faça-o temer,Torná-lo bom.,A
512,Robin trabalhou duro durante meses para completar o projeto que compôs uma grande parte de sua nota.,Porque é que a Robin fez isto?,arranjar um bom emprego,Obter uma pontuação alta,mostrar o seu trabalho,B
513,"Sydney veio escolher um rebanho, havia muitos modelos para escolher.",O que é que a Sydney precisa de fazer antes disto?,Pesquise-os.,comprar o que for mais barato,Escolha um ao acaso.,A
514,"Ash parecia muito assustado e tremia, então Sasha pediu a Ash para explicar o que tinha acontecido.",O que é que o Sasha vai querer fazer a seguir?,seguro,Ignora tudo o que o Ash diz.,Ignora a Sasha.,A
515,A Riley deu ao rapaz o jogo que sempre quis como presente.,O que é que a Riley vai querer fazer a seguir?,Para se divertirem,ser generoso,Faça algo divertido.,C
516,A jovem Sasha sabia que precisava ouvir e seguir as instruções de sua mãe.,O que é que o Sasha precisa de fazer antes disto?,A jovem Sasha não queria ter problemas por não obedecer à mãe.,obter boas notas,Fazer uma confusão,A
517,"O Casey quis falar com o amigo deles, por isso decidiram ligar-lhes.",O que vai acontecer ao Casey?,Responde ao telefone.,falar com o amigo deles,Perguntem-lhes sobre o seu amigo.,B
518,"Depois de procurar todas as fontes completamente, e demorando muito tempo, a Addison encontrou dinheiro no centro comercial.",O que é que a Addison precisa de fazer antes disto?,Gasta o dinheiro.,caminhar até ao centro comercial e certificar-se de que os bolsos deles poderiam conter moedas,Leva-se para longe do centro comercial e chama a segurança para ela mesma .,B
519,"A Skylar mudou a casa da Addison para parecer melhor, redecorando tudo.",Como se sentiria Addison?,Desiludido.,excitado,feio.,B
520,A música estava a tocar e a Skylar estava com vontade de se mover.,Como descreveria a Skylar?,Uma pessoa que gosta de cantar,pessoa sedentária,Uma pessoa que gosta de dançar,C
521,Lee espirrou quando saiu da porta e decidiu ir para o hospital.,Como é que os outros descreveriam o Lee?,mais seguro para a sua saúde,melhor porque ele visitou um hospital,Obsessivo,C
522,A Tracy perdeu o autocarro para a escola e pediu à família do Austin para a levar.,O que vai acontecer ao Austin?,Chega a tempo.,Não tenho ninguém com quem falar também.,Chego tarde à escola.,A
523,Ash foi para casa depois da faculdade e disse aos pais que queria desistir.,O que é que o Ash vai querer fazer a seguir?,deixar a escola,alugar um filme,comprar um presente,A
524,O Alex adorava os corpos dos primos e agarrou um deles pela virilha.,Porque é que a Alex fez isto?,Adorar os primos,Era imoral e pensava que iria imitar o Presidente Trump.,Tornar-se possessivo dos primos.,A
525,A Skylar pediu emprestadas as ferramentas elétricas do Kai para terminar um projeto de remodelação em que estava a trabalhar e perdeu as ferramentas elétricas do Kai.,O que vai acontecer ao Kai?,Compre-lhe uma ferramenta de substituição,A Kia terá de comprar ferramentas elétricas novas .,Peça desculpa ao Kai.,B
526,O Casey demorou um bocado a chegar ao café no centro da cidade.,O que vai querer fazer o Casey a seguir?,Cheio,Aborrecido.,preguiçoso,A
527,A Skylar ofereceram-lhe um cargo bem pago no seu campo de especialização.,Como é que a Skylar se sentiria depois?,entusiasmada por começar o emprego dos seus sonhos,zangado com a nova posição.,Feliz por manter o seu antigo emprego.,A
528,A Skylar deu um murro à Quinn depois de ele a ter acusado de trapacear no teste.,Como descreveria a Skylar?,Infeliz por terem copiado no teste.,Irritado com a acusação que o Quin fez,Irritados por a Ashton os ter acusado de trair.,B
529,A Taylor bateu no prego na cabeça e teve uma pontuação de passagem por causa disto.,Como descreveria a Taylor?,sentir-se confuso,Sentir-se entediado,Sentir-se inteligente,C
530,Taylor nomeou outra pessoa para a cadeira antes de se aposentar.,O que é que a Taylor precisa de fazer antes disto?,Diz adeus ao reformado.,Investigar a nova pessoa,anunciar a sua aposentadoria,B
531,"Kendall escorregou em um ponto molhado e caiu no chão, quebrando seu braço.",Como Kendall se sentiria depois?,humorístico,dor,feliz,B
532,O Lee foi ao cinema com os amigos da Riley.,O que vai acontecer ao Lee?,Ver menos filmes,Vai para casa depois.,Vai ao cinema outra vez.,B
533,"Bailey foi mais discreto na altura, o que custou-lhes quando chegaram os exames finais e não sabiam as respostas.",Porque é que a Bailey fez isto?,Estude muito,ter um ano escolar relaxante,ter sucesso,B
534,Carson jogou um jogo de charadas com vários amigos da escola.,Como se sentiriam os Outros?,Como se fosse um bom momento.,Infeliz com as regras.,Um bom amigo.,A
535,A Bailey afastou o braço da Tracy para os manter longe deles.,Porque é que a Bailey fez isto?,Amado,Traga-os perto .,Certifique-se de que eles se afastam .,C
536,A Ash convenceu o Carson a ir ao centro comercial com ela.,O que vai acontecer ao Ash?,ir às compras no shopping com o Ash,comprar roupas,Não compras nada.,B
537,Jesse afirmou o seu direito de manter a propriedade cuidada no tribunal.,O que é necessário para Jesse antes disso?,deliberar no tribunal,permanência em tribunal,têm seus direitos questionados,C
538,"A Ash estava com pressa, por isso deixou o presente da Bailey.",O que é que o Ash vai querer fazer a seguir?,recusa-se a voltar para o presente,Volte para buscar o presente .,recusar-se a pedir desculpa por ter esquecido o presente,B
539,"O Ash viu o Jesse na semana passada, antes de o Jesse deixar o país para aceitar o novo emprego.",O que é que o Ash precisa de fazer antes disto?,Estar muito ocupado,Vai para casa e relaxa .,Conheça o Jesse.,C
540,Cameron tornou-se o arquiteto da Riley e projetou um edifício para eles.,O que é que a Riley vai querer fazer a seguir?,O amigo da Riley.,Foi contratado pelo Riley.,Pagá-los pelo que fizeram.,C
541,A Skylar discutiu a política do banco em termos de cliente.,O que vai a Skylar querer fazer a seguir?,Aprenda todo o processo,Certifique-se de que eles entendem,Estude todo o processo,B
542,Jordan levou algum tempo para ler tudo no manual antes de começar.,Porque é que a Jordan fez isto?,Esquecer informações,ajudar os outros,Use o manual,B
543,Cameron fugiu correndo e começou a ir em direcção ao Robin.,Como se sentiria Robin?,Ficaria feliz por ter apanhado o Robin .,Ficaria cansado de correr.,Como se fossem adorados.,C
544,"Apesar de haver muita gente no banco, Tracy roubou o banco sozinho.",O que acontecerá aos Outros?,Não faça barulho.,Faz de morto .,ser preso pela polícia,A
545,A Taylor fez a casa do Ash ficar bonita e ajudaram com a pintura.,Porque é que a Taylor fez isto?,Ajudar um amigo,Relaxa com o Ash.,passarem tempo em casa dos amigos,A
546,A Casey deu notas à Sydney para que ela pudesse estudar para o teste e fazer bem.,O que vai acontecer com a Sydney?,Ela também vai estudar.,Estudo,Ela será recompensada.,A
547,O Ash teve um bom dia desde que teve boas notas e viu os amigos.,O que é que o Ash precisa de fazer antes disto?,convidar os amigos para sair,recompensar-se por obter boas notas,- ... para voltarem a receber as notas .,A
