,context,question,answerA,answerB,answerC,correct
681,A Sydney enfiou a cabeça da Taylor no carro antes de fechar a porta.,O que vai acontecer com a Sydney?,Fecha a porta.,Raptar Taylor .,inteligente,A
682,Ash levou a decisão do Casey muito a sério.,O que vai querer fazer o Casey a seguir?,Sê assertivo quanto aos desejos dela,Mudar de ideias.,Para trás .,A
683,"Os pais de Jan já lhe disseram para não fazer os trabalhos de casa de Quinn e deixá-la trabalhar sozinha, Jan terminou os trabalhos de casa de Quinn novamente e os pais de Jan saíram e agora ele está em apuros.",Como se sentiria o Quinn?,Ela deve ter trabalho sempre em seus trabalhos de casa,ser punido,"Desculpa, Jan.",C
684,Ash deixou a comida no forno por muito tempo e começou a sentir o cheiro de comida a queimar.,O que é que o Ash vai querer fazer a seguir?,Chame os bombeiros.,Ativar o alarme de incêndio.,Remova a comida,C
685,Sydney deu um pouco de conselho sobre como obter um bom grau no teste.,O que vai acontecer com Ash?,agradecimentos a Sydney,ser reconhecido,amado,A
686,A Addison tirou o bebé dos braços da Sasha.,O que Sasha vai querer fazer a seguir?,ter uma volta segurando o bebê,impedir Addison de segurá-lo,Admire o bebê em seus braços,C
687,A Sydney se inclinou depois de a Taylor ter jogado um frisbee perto da cabeça deles.,O que é que a Taylor vai querer fazer a seguir?,magoar Sydney,- Vai buscar o frisbee .,Atingiu a cabeça da Sydney.,B
688,"Ash acelerou na estrada, evitando carros e atravessando várias pistas.",Porque é que o Ash fez isto?,Fique a salvo .,Queria evitar chegar tarde.,Queria ser um cidadão legal.,B
689,Sasha mandou Taylor para casa naquela noite para jogar jogos online com amigos.,O que é que o Sasha vai querer fazer a seguir?,Aborrecido.,- Não .,Amado,B
690,A Riley disse ao Carson para lhe dar algo por lhe emprestar o carro.,Porque é que a Riley fez isto?,Desistir de qualquer coisa em troca .,Ela não queria nada.,- Não .,C
691,A Skylar levantou o dedo e disse aos outros para ficarem quietos porque estava a acontecer um teste.,O que vai a Skylar querer fazer a seguir?,Pára de falar.,Fica zangado.,Senta-te quieto.,C
692,Skylar deu à Robin a capacidade de seguir em frente.,O que vai acontecer ao Robin?,Seja mais sábio .,Queres esperar um pouco primeiro?,Insista em ficar com a Skylar .,C
693,Alex foi à livraria para encontrar livros para ler com os amigos.,Porque é que a Alex fez isto?,ter algo a ver com amigos,Roubar uma história do livro para os amigos dele.,Encontre a biblioteca.,A
694,Sydney deixou Jesse depois de um tempo em que eles não estavam mais apaixonados um pelo outro.,O que Jesse vai querer fazer a seguir?,Encontre um novo parceiro,Esqueça Jesse,seguir em frente,C
695,Riley nunca perdeu sua boa atitude e continuou tentando.,O que Riley precisa fazer antes disso?,Converse com mais pessoas,Quer fazer o seu melhor,Pense na atitude,B
696,"O Casey foi para a escola e quando a professora pediu para entregar os trabalhos de casa, o Casey percebeu que tinham esquecido de fazer os trabalhos de casa.",Como é que o Casey se sentiria depois?,Esperando que o professor os deixe entregar amanhã .,distraído,É mau que estejam na escola.,A
697,Kai participou de uma competição de tiro com arco e ganhou o primeiro lugar.,Porque é que o Kai queria fazer isto?,Ficava orgulhoso dos prémios da irmã.,gostavam de exibir os seus prémios para todos,Estava orgulhoso de ter ganho o concurso de bowling.,B
698,"Quando a faculdade começou, o Casey começou a escola cedo de manhã, o que já não estavam acostumados.",Porque fez o Casey isto?,Obter um diploma,Durma mais,Fique em casa.,A
699,O Casey escondeu-se debaixo dos cobertores enquanto os pais espiam o quarto dele.,O que vai querer fazer o Casey a seguir?,Fica sutil .,Não queria ser visto.,Estava a tentar misturar-se com a gente.,A
700,"A Tracey era muito baixa para os lugares nesta arena, ela se inclinou para ver o pescoço do Carson no palco.",Como se sentiria a Tracy depois?,Estou contente por ser tão curta.,muito curto,Fico feliz por ver tão bem,B
701,Casey enviou-o para Austin a granel com um grande desconto.,O que Austin vai querer fazer a seguir?,obter um bom negócio,usá-lo,Enviar e-mail para Austin,B
702,"Quando soube que havia uma bomba no aula, o Quinn chamou o filho e disse-lhe para sair.",O que acontecerá com os outros?,Gritar com o miúdo .,Terão medo quando virem o fumo .,Ficar muito pegajoso antes de explodir com a aula,B
703,Robin estava farta da vida e acabou por cometer suicídio pulando.,O que os Outros vão querer fazer a seguir?,Pára de estar deprimido.,ter um funeral,Esquece o Robin.,B
704,"Era o primeiro aniversário do Bob, por isso a Quinn fez bolos para ele.",Como descreveria o Quinn?,bem sucedido,Esquecido,Cuidado,C
705,O Remy viu uma rapariga bonita sentada à mesa na cantina.,O que é que o Remy vai querer fazer a seguir?,Fala com a rapariga bonita.,Sorria para ela.,Enfrentou a cara com a rapariga.,B
706,"A Cameron sentiu-se horrível, por isso, ela aproximou-se deles e resolveu as coisas ontem.",O que é que a Cameron vai querer fazer a seguir?,Abraça-os a todos .,irritá-los mais,ficar zangado novamente,A
707,"O Remy parou na garagem para ir buscar a Kendall para o encontro, ela entrou no carro do Remy e eles foram embora.",O que vai acontecer ao Remy?,Tenha um bom encontro com o Remy .,mostrar raiva,sermos apreciados,C
708,Carson colocou uma cestinha para o banho do primeiro bebê da irmã.,O que queremos por Carson?,ir ao banho de bebê de suas irmãs,rearranjo da cesta,encher a cesta com álcool,A
709,Alex assistiu a desenhos animados na internet depois de cancelar a assinatura do cabo.,O que é que a Alex precisa de fazer antes disto?,Assista às notícias naquela noite.,iniciar uma nova assinatura,encerrar o serviço de assinatura de cabo,C
710,Austin ajudou outra família a comprar mantimentos depois de terem sido demitidos.,Como se sentiriam os Outros?,Estou feliz que as pessoas ainda sejam amigáveis.,Como se alguém também tivesse de comprar o seu supermercado .,Só a exibir-se.,A
711,Tracy falou ao telefone durante a aula tão alto que perturbou a todos.,O que é que os outros vão querer fazer a seguir?,Certifique-se que o dispositivo está carregado.,Apareça na aula.,Diga ao instrutor,C
712,Cameron pensou que o amigo deles não chegaria à festa a tempo.,Como se sentiriam os Outros?,Pronto .,incerto,nervoso,B
713,A Riley apareceu e trocou o pneu de Lee na chuva.,O que é que o Lee vai querer fazer a seguir?,gritar com a Riley por tocar nas coisas dela.,Arranja o pneu estragado da Riley.,Leva a Riley para almoçar como agradecimento.,C
714,Ash e Aubrey estavam no balanço a balançar as pernas para frente e para trás.,O que é que o Aubrey vai querer fazer a seguir?,rastejar através de um túnel,Fala com o Ash .,subir uma escada,B
715,O Ash fez uma festa este fim de semana e publicou as fotos no FB.,Porque é que o Ash fez isto?,Mostrar a todos o quanto ela se divertiu.,Mostrar o quão infeliz ela era.,Marque amigos,A
716,O Jordan teve um pneu furado na rua e o Austin ajudou a levar o carro do Jordan para a garagem.,Como é que o Austin se sentiria depois?,satisfeito,Agradecido,arrependido,A
717,O Casey entrou no escritório do Cameron e roubou o portátil e os auscultadores.,Como descreveria o Casey?,satisfeito,nervoso,desonesta,C
718,Austin colocou um alarme em variância para que alguns sons fossem altos e outros baixos.,Porque é que o Austin fez isto?,Desligue o alarme.,Decidir a que horas deve ser o alarme,"Fazer sons diferentes, ir para coisas diferentes.",C
719,"A comida no banquete tinha sido espetacular, então quando a noite acabou, Casey agradeceu ao chef por fazer o jantar.",O que os Outros vão querer fazer a seguir?,Agradeça ao chef pela refeição,Convide o chef para jantar.,Estudar para ser chef,A
720,"Casey percebeu que estavam indo de forma incorreta, alterando sua direção.",Como se sentiria Casey depois?,Foolish,ruins nas direções,Happy,A
721,Tracy fez seu discurso na frente de uma grande audiência.,Como se sentiria a Tracy depois?,nervoso,confiante,ansioso,B
722,O Remy contou a todos sobre a luta.,Como descreveria o Remy?,Uma pessoa que odeia falar,uma pessoa que gosta de fofocas,assustado,B
723,A Jordan fez um teste amanhã na aula do programa de enfermagem.,Como os outros se sentiriam como resultado?,muito nervoso,muito feliz,realizado,A
724,"A Aubrey começou a ler o novo romance cedo naquela manhã, antes das crianças acordarem.",O que é que o Aubrey precisa de fazer antes disto?,Acaba de ler o romance.,Acorde antes das crianças.,Faça o pequeno almoço para as crianças quando acordarem.,B
725,Jordan terminou seu teste tão rápido e ainda tem um A plus como sempre.,O que acontecerá com outros estudantes?,Estude duro para o próximo teste,Suspeite de Jordan por trapaça,Suspeite da Jordânia por excesso de velocidade,B
726,Riley aumentou a confiança das mulheres no corpo naquele ano.,Porque é que a Riley fez isto?,Torná-los tristes.,Desvalorizá-los,- É bom.,C
727,"Walt deixou-a morrer porque ela sabia quem ele era e ameaçou revelar, porque o conselho de Gus ""você nunca pode confiar em um viciado em drogas"" estava ressoando em sua mente (por isso ela poderia chantageá-lo novamente), porque ela era tão má influência em Jesse quanto ele era nela, e porque saber a história de uso de drogas de Jesse o levou a não se preocupar com o que estava acontecendo.",Porque é que o Jesse fez isto?,"O criador de Breaking Bad , Vince Gilligan , disse que gostaria de acreditar que o personagem Jesse Pinkman escapou da polícia e começou de novo depois do final da série .",chorar,"Bryan Cranston como Walter White em Breaking Bad. Um traficante de metanfetamina de Lockwood, Montana, que compartilha o mesmo nome do líder de Breaking Bad, Walter White, foi condenado a mais de 12 anos de prisão federal por tráfico de drogas na segunda-feira.",B
728,A Remy nunca esteve tão feliz quando recebeu o seu novo filhote.,Como descreveria o Remy?,Como alguém que gosta do seu filhote,Encantado.,- Estou muito feliz.,A
729,Lee passou horas a ver televisão depois de estudar muito e acabou os exames finais.,Porque é que o Lee fez isto?,Acalma-te .,Queria relaxar.,Queria ser apreciado.,A
730,"Jesse atendia às necessidades dos clientes, que quase sempre apreciavam a ajuda dele.",Como se sentiria o Jesse depois?,necessária,Uma pessoa muito sociável.,indiferente,A
731,Austin salvou a alma de Sydney de seus pecados por realizar o batismo como tinham aprendido na escola de seminário todos esses anos antes.,O que vai acontecer ao Austin?,deixar sua profissão atual e ministrar a outros em tempo integral,organizar para realizar mais batimentos para outros que quisessem,expressar aos outros sua desaprovação pelo seu estilo de vida atual,B
732,O Remy apresentou aos filhos da Skylar uma nova aparência para o primeiro dia de escola.,Como descreveria o Remy?,ajuda com olhares,Deixe os filhos da Skylar,orgulhoso,A
733,Quinn esperava que fossem escolhidos quando se candidatassem à bolsa na faculdade.,O que é que o Quinn precisa de fazer antes disto?,Queria uma educação mas não tinha dinheiro,Queria ir para a faculdade e formar-me .,ter um bom registo académico,C
734,"Taylor era o melhor jogador de xadrez, por isso ficou em primeiro lugar durante os anos em que competiu.",Porque é que a Taylor fez isto?,Impressionar os pais dele.,Diverte-te .,Retire-se como campeão.,A
735,Aubrey fez a sua apresentação sobre o feriado Dia dos Mortos à turma de espanhol.,O que é que o Aubrey precisa de fazer antes disto?,Faça um monte de bolachas de açúcar,Fazer o pão doce mexicano,Verifique a nota com o professor,B
736,A Robin ensinou-me a usar um computador e logo eu estava postando nas redes sociais todos os dias.,Como é que a Robin se sentiria depois?,orgulhoso de ser um bom aluno,feliz por ter um novo amigo no local de trabalho,feliz por ter um novo amigo nas redes sociais,C
737,"Kendall estava num ambiente quente e úmido, depois de viverem toda a vida no frio.",Como se sentiria a Kendall depois?,experimentar coisas novas,num novo lugar,É estranho não estares com frio.,C
738,A Jan atirou a bola do Cameron para a floresta e depois encontrou-a.,O que é que a Jan precisa de fazer antes disto?,Vai para o fundo da floresta.,Perde a bola.,Devolve a bola para Cameron .,B
739,O Carson comprou um computador novo e deixou a Robin vir vê-lo.,Porque fez o Carson isto?,Baixe todos os jogos dele para o computador.,Queria ser amigável.,Tente todas as coisas novas no computador,C
740,"Depois de finalmente concluir o divórcio, Kendall deixou Jan em paz, tirando a maior parte de suas propriedades.",O que vai acontecer com a Kendall?,Seja feliz com o seu ato.,Chantagem Jan,Tenho de começar do zero.,A
741,Riley alcançou todo o seu potencial na escola obtendo boas notas.,Porque é que a Riley fez isto?,Arranjar um emprego,Fazer bem na escola,Tenha um futuro,B
742,Jesse solicitava emprego todos os dias e finalmente recebeu uma chamada sobre uma vaga.,Como se sentiria o Jesse depois?,obediente,extático,Aborrecido.,B
743,A Addison esperou pelo amigo no centro comercial e o amigo não chegou.,O que vai acontecer com o Sasha?,Vai ao cinema.,Vai para casa.,Compre uma guloseima .,B
744,"Remy queria mudanças drásticas, então Sydney tingiu o cabelo de Remy.",O que Sydney vai querer fazer a seguir?,Estilo cabelo de Remy,Ajude Remy a fazer uma declaração,Faça uma grande mudança,A
745,Ash terminou de fazer compras depois de terem ido ao supermercado.,O que é que o Ash vai querer fazer a seguir?,Deixam as compras na loja,Vai para casa.,Vai comprar mais mantimentos.,B
746,"Riley tem um distúrbio alimentar e não pode comer alimentos, pois eles sentem que isso está tornando-os doentes e gordos.",Porque é que a Riley fez isto?,Isso porque eles são gordos,Faça isso como eles estão doentes,Fazem isso porque estão bem,B
747,"Enquanto a cabeça deles estava a arder, o Carson atirou cerveja na cara da Kendall.",O que é que o Carson vai querer fazer a seguir?,- Vamos beber uma cerveja.,Marshmallows assados,Chame o 112 .,C
748,Carson e Jan definiram uma consulta previamente pactuada antes de se reunirem para,Como se sentiria Jan?,conteúdo com o esquema,infeliz com Carson,uma necessidade de não cumprir o calendário,A
